"artifact_id"	"artifact_category"	"artifact"	"panel_or_sheet"	"final_filename"	"current_final_artifact_path"	"manuscript_source_path"	"workflow_output_path"	"final_assembly_or_export_source"	"source_component_or_original_output"	"generating_script"	"line_start"	"line_end"	"function_or_section"	"export_call"	"key_objects"	"input_files"	"intermediate_files"	"evidence_for_match"	"confidence"	"source_override_or_correction"	"notes"
"EDFIG3G"	"extended_data_figure"	"Extended_Data_Figure_3"	"G"	"Extended_Data_Figure_3.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_3.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_3.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_3.pdf"	"Final multi-panel assembly is performed separately from the analysis scripts."	"final_manuscript_objects/02_extended_data_figures/Extended_Data_Figure_3/Extended_Data_Figure_3G/Extended_Data_Figure_3G_fragmentomics_leave_one_out_calibration.png"	"Scripts_2025/Final_Scripts/1_8E_Build_ED3FG_Fragmentomics_Platform_Calibration.R"	172	635	"Leave-one-control-out fragmentomics platform calibration"	"save_plot(panel_g, ...); write_csv(panel_g_source, ...)"	"panel_g_source; panel_g_stats; panel_g"	"Fragmentomics platform-comparison outputs written by 1_7D and the regulatory-coverage RDS"	"Extended_Data_Figure_3G_fragmentomics_leave_one_out_calibration.png; Extended_Data_Figure_3G_source_data.csv; Extended_Data_Figure_3G_statistics.csv"	"Current script exports panel G and its source/statistics tables."	"confirmed"	""	"Leave-one-control-out estimates are used for validation; production scoring uses the prespecified transform from all 19 paired controls."
"EDFIG4"	"extended_data_figure"	"Extended_Data_Figure_4"	"all"	"Extended_Data_Figure_4.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_4.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_4.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_4.pdf"	"PowerPoint slide 10 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (1 embedded image assets)"	"Fig_heatmap_spearman_upper_triangle4.png"	"Scripts_2025/Final_Scripts/2_4_Longitudinal_features_analysis.R"	2936	3083	"Spearman correlation heatmap"	"ggsave(..., 'Fig_heatmap_spearman_upper_triangle4.png')"	"Spearman correlation matrix; feature labels; Extended_Data_Figure_4_feature_matrix_source_data.csv; Extended_Data_Figure_4_spearman_upper_triangle_source_data.csv"	"Final_aggregate_table_cfWGS_features_with_clinical_and_demographics_updated9.rds; cohort_assignment_table_updated.rds; baseline_high_quality_patients_updated.csv; Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds"	"correlation heatmap PNG; Extended_Data_Figure_4_feature_matrix_source_data.csv; Extended_Data_Figure_4_spearman_upper_triangle_source_data.csv"	"Heatmap text and longitudinal feature-correlation output map to this section."	"confirmed"	""	"Generate mode redraws the heatmap from the longitudinal dat_clean feature matrix reconstructed from the current aggregate longitudinal RDS and supporting cohort/quality/baseline-date inputs. The original plotted feature set, labels, Spearman pairwise-complete correlation method, hierarchical-clustering order, upper-triangle filter, viridis scale limits/breaks, text color rule, white background, and 6x5 inch 1800-dpi export are preserved. This panel is distinct from Supplementary Table 3, whose baseline-feature correlation CSV still has a documented retained-export row-count mismatch. No model fitting, threshold selection, or training-weight update is performed."
"EDFIG5A"	"extended_data_figure"	"Extended_Data_Figure_5"	"A"	"Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_5.pdf"	"PowerPoint slide 11 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (7 embedded image assets)"	"ExtendedDataFigure5A_patient_grouped_repeated_nested_cv.png"	"Scripts_2025/Final_Scripts/6_14_Generate_Grouped_CV_Manuscript_Replacement_Panels.R"	255	420	"Patient-grouped repeated nested-CV ROC and operating-point panel"	"save_panel(..., 'ExtendedDataFigure5A_patient_grouped_repeated_nested_cv')"	"mean_roc; fold_operating_summary; completed grouped-CV performance summary"	"Completed 50-repeat combined patient-grouped repeated nested-CV output from 6_13"	"ExtendedDataFigure5A_patient_grouped_repeated_nested_cv.png; repeated_grouped_cv_mean_roc_source_data.csv; grouped_cv_fold_operating_point_source_data.csv"	"Current Extended Data panel generator reads the completed 50-repeat grouped nested-CV result."	"confirmed"	""	"The plotting script does not refit models or change folds, features, thresholds, or predictions."
"EDFIG5B"	"extended_data_figure"	"Extended_Data_Figure_5"	"B"	"Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_5.pdf"	"PowerPoint slide 11 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (7 embedded image assets)"	"Final Tables and Figures/Supp5A_classifier_performance_bar_updated3.png"	"Scripts_2025/Final_Scripts/3_1_Optimize_cfWGS_thresholds.R"	3494	3631	"BM training-cohort model performance bar plot"	"ggsave(file.path('Final Tables and Figures/Supp5A_classifier_performance_bar_updated3.png'), plot = p_perf, width = 5, height = 3.5, dpi = 600)"	"metrics_youden; metrics_at_95sens; BM model labels; p_perf; Extended_Data_Figure_5B_BM_refit_performance_source_data.csv"	"cached Youden and fixed-95%-sensitivity metric RDS files used for corrected Supplementary Table 5; no model refitting"	"Supp5A_classifier_performance_bar_updated3.png; Supplementary_Table_5_All_Model_Metrics_Refit_on_main_cohort.csv; cfWGS_model_metrics_youden_threshold3_Feb2026.rds; cfWGS_model_metrics_fixed_95sens3_Feb2026.rds"	"Panel B title, metric facets, model labels, and 95% sensitivity marker match the retained PNG and corrected Supplementary Table 5."	"confirmed"	""	"Generated mode redraws this panel from cached metrics and records minor PNG format differences; no model refitting or threshold recomputation is performed."
"EDFIG5C"	"extended_data_figure"	"Extended_Data_Figure_5"	"C"	"Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_5.pdf"	"PowerPoint slide 11 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (7 embedded image assets)"	"Final Tables and Figures/Supp5A_classifier_performance_bar_test_cohort_updated3.png"	"Scripts_2025/Final_Scripts/3_1_Optimize_cfWGS_thresholds.R"	3634	3773	"BM test-cohort model performance bar plot"	"ggsave(file.path('Final Tables and Figures/Supp5A_classifier_performance_bar_test_cohort_updated3.png'), plot = p_perf, width = 5, height = 3.5, dpi = 600)"	"metrics_youden_testing; metrics_at_95sens_test; BM model labels; p_perf; Extended_Data_Figure_5C_BM_test_performance_source_data.csv"	"cached BM test-cohort Youden and fixed-95%-sensitivity metric RDS files; no model refitting"	"Supp5A_classifier_performance_bar_test_cohort_updated3.png; Supplementary_Table_6_All_Model_Metrics_Test_Cohort.csv; cfWGS_model_metrics_youden_threshold_test_cohort3_Feb2026.rds; cfWGS_model_metrics_fixed_95sens_test_cohort3_Feb2026.rds"	"Panel C title, metric facets, model labels, and 95% sensitivity marker match the retained PNG."	"confirmed"	""	"Generated mode redraws this panel from cached metrics and records minor PNG format differences; no model refitting or threshold recomputation is performed."
"EDFIG5D"	"extended_data_figure"	"Extended_Data_Figure_5"	"D"	"Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_5.pdf"	"PowerPoint slide 11 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (7 embedded image assets)"	"Final Tables and Figures/Fig4G_LOD_combined_HCaxis_v2_20260225.png"	"Scripts_2025/Final_Scripts/3_1_part2_Apply_cfWGS_thresholds_to_dilution_series.R"	1842	2047	"BM dilution-series feature/probability correlations with healthy-control axis"	"write_csv(..., 'SourceData_ExtendedData5D_*_20260225.csv'); ggsave(..., 'Fig4G_LOD_combined_HCaxis_v2_20260225.png')"	"SourceData_ExtendedData5D_BM_*_20260225.csv; bm_feat_with_hc; bm_prob_df; combined_bm_hc"	"exported Extended Data 5D source-data CSVs containing dilution points, healthy-control medians, correlations, probabilities, and thresholds"	"Fig4G_LOD_combined_HCaxis_v2_20260225.png; Supplementary_Table_7_Dilution_Series_Combined.xlsx; SourceData_ExtendedData5D_*_20260225.csv"	"Panel D title, five facet labels, healthy-control x-axis tick, Spearman annotations, and model-threshold probability panels match the retained PNG."	"confirmed"	""	"Generated mode redraws this panel from the exported Extended Data 5D source-data CSVs; no model rescoring or threshold recomputation is performed. Earlier generic LOD exports exist, but this later block explicitly labels its source data as Extended Data 5D."
"EDFIG5E"	"extended_data_figure"	"Extended_Data_Figure_5"	"E"	"Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_5.pdf"	"PowerPoint slide 11 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (7 embedded image assets)"	"Final Tables and Figures/Fig4_confmat_post_ASCT_updated5.png"	"Scripts_2025/Final_Scripts/3_2_Plot_optimal_cutoff_and_clinical_concordance.R"	1540	1678	"BM cfWGS versus clinical MRD concordance at post-ASCT"	"ggsave('Final Tables and Figures/Fig4_confmat_post_ASCT_updated5.png', p_post, width = 5, height = 2.75, dpi = 600)"	"all_patients_with_BM_and_blood_calls_updated6.rds; ct_post_Flow; ct_post_Clono; cm_post; p_post; clinical_confusion_BM_post_ASCT_source_data.csv"	"cached optimized BM cfWGS calls and clinical MFC/clonoSEQ MRD calls at post-ASCT"	"Fig4_confmat_post_ASCT_updated5.png; Fig4_confmat_post_ASCT_updated5_source_data.csv; clinical_confusion_BM_post_ASCT_source_data.csv"	"Panel E title, axes (Clinical MRD/cfWGS MRD), Flow and clonoSEQ facets, and tile counts match the clinical-concordance output."	"confirmed"	""	"Generated mode redraws this panel from Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds using the original clinical-comparator filters; no model rescoring or threshold recomputation is performed. The current generated component uses the updated5 clinical-concordance output for this panel."
"EDFIG5F"	"extended_data_figure"	"Extended_Data_Figure_5"	"F"	"Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_5.pdf"	"PowerPoint slide 11 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (7 embedded image assets)"	"Final Tables and Figures/Fig4_confmat_maintenance5.png"	"Scripts_2025/Final_Scripts/3_2_Plot_optimal_cutoff_and_clinical_concordance.R"	1540	1678	"BM cfWGS versus clinical MRD concordance at one-year maintenance"	"ggsave('Final Tables and Figures/Fig4_confmat_maintenance5.png', p_maint, width = 5, height = 2.75, dpi = 600)"	"all_patients_with_BM_and_blood_calls_updated6.rds; ct_maint_Flow; ct_maint_Clono; cm_maint; p_maint; clinical_confusion_BM_maintenance_source_data.csv"	"cached optimized BM cfWGS calls and clinical MFC/clonoSEQ MRD calls at one-year maintenance"	"Fig4_confmat_maintenance5.png; Fig4_confmat_maintenance5_source_data.csv; clinical_confusion_BM_maintenance_source_data.csv"	"Panel F title, axes, Flow and clonoSEQ facets, and tile counts match the clinical-concordance output."	"confirmed"	""	"Generated mode redraws this panel from Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds using the original clinical-comparator filters; no model rescoring or threshold recomputation is performed. The current generated component uses the updated5 clinical-concordance output for this panel."
"EDFIG5G"	"extended_data_figure"	"Extended_Data_Figure_5"	"G"	"Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_5.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_5.pdf"	"PowerPoint slide 11 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (7 embedded image assets)"	"Final Tables and Figures/Fig4_confmat_nonfront5.png"	"Scripts_2025/Final_Scripts/3_2_Plot_optimal_cutoff_and_clinical_concordance.R"	1540	1678	"BM cfWGS versus clinical MRD concordance in the non-frontline/test cohort"	"ggsave('Final Tables and Figures/Fig4_confmat_nonfront5.png', p_non, width = 3, height = 2.75, dpi = 600)"	"all_patients_with_BM_and_blood_calls_updated6.rds; ct_non_Flow; cm_non; p_non; clinical_confusion_BM_nonfront_source_data.csv"	"cached optimized BM cfWGS calls and clinical MFC MRD calls in the non-frontline/test cohort"	"Fig4_confmat_nonfront5.png; Fig4_confmat_nonfront5_source_data.csv; clinical_confusion_BM_nonfront_source_data.csv"	"Panel G title, axes, Flow facet, and tile counts match the clinical-concordance output."	"confirmed"	""	"Generated mode redraws this panel from Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds using the original non-frontline diagnosis/baseline exclusions; no model rescoring or threshold recomputation is performed. The current generated component uses the updated5 clinical-concordance output for this panel."
"EDFIG6A"	"extended_data_figure"	"Extended_Data_Figure_6"	"A"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Final Tables and Figures/Supp_6A_Fig_sensitivity_by_tech_training3_2026-02-25.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	1292	1400	"BM-derived cfWGS/clinical MRD sensitivity by assay and landmark timepoint"	"write_csv(..., 'Supp_6A_BM_sensitivity_barplot_source_data_<date>.csv'); ggsave(..., 'Supp_6A_Fig_sensitivity_by_tech_training3_<date>.png')"	"post_stats_BM; year_stats_BM; sens_df_bm; p_sens; Supp_6A_BM_sensitivity_barplot_source_data_2026-02-25.csv"	"exported frontline post-ASCT and 1-year maintenance BM-derived cfWGS and clinical MRD assay sensitivity source data"	"Output_tables_2025/Source_data/Supp_6A_BM_sensitivity_barplot_source_data_2026-02-25.csv; Supp_6A_Fig_sensitivity_by_tech_training3_2026-02-25.png"	"Panel A title, y-axis, assay labels, percentages, colors, and exported PNG filename match the assembled figure."	"confirmed"	""	"Generated mode redraws this panel from the exported Supp_6A source-data CSV; no patient-level sensitivity recomputation, model rescoring, or threshold recomputation is performed. The source export and comments identify this as Supp_6A/BM sensitivity, although the plot title says cfDNA."
"EDFIG6B"	"extended_data_figure"	"Extended_Data_Figure_6"	"B"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Final Tables and Figures/Supp_Figure_6B_cfWGS_BM_HR_updated3_2026-02-25.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	3153	3266	"BM-derived cfWGS/clinical MRD hazard-ratio forest plot by landmark timepoint"	"write_csv(..., 'Supp_Figure_6B_BM_HR_plot_source_data_<date>.csv'); ggsave(..., 'Supp_Figure_6B_cfWGS_BM_HR_updated3_<date>.png')"	"progression_metrics; hr_plot_df_bm; p_hr_bm; Supp_Figure_6B_BM_HR_plot_source_data_2026-02-25.csv"	"exported BM-derived cfWGS/clinical MRD hazard-ratio source data by landmark timepoint"	"Output_tables_2025/Source_data/Supp_Figure_6B_BM_HR_plot_source_data_2026-02-25.csv; Supp_Figure_6B_cfWGS_BM_HR_updated3_2026-02-25.png"	"Panel B title, hazard-ratio axis, assay legend, landmark labels, and exported PNG filename match the assembled figure."	"confirmed"	""	"Generated mode redraws this panel from the exported Supp_Figure_6B source-data CSV; no survival-model refitting, patient-level recomputation, model rescoring, or threshold recomputation is performed. PowerPoint slide 12 embeds this top-right image as labeled panel B."
"EDFIG6C"	"extended_data_figure"	"Extended_Data_Figure_6"	"C"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Output_tables_2025/detection_progression_updated6/1yr_maintenance/KM_MFC_One-Year Maintenance_updated_no_CI.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	342	584	"Kaplan-Meier PFS curve for MFC at one-year maintenance"	"ggsave(filename = fname, plot = combined, width = 7, height = 7, dpi = dpi_target)"	"survival_df; techs; Flow_Binary; df_sub; first sample per patient; 30.44 days/month; survfit object; combined KM/risk-table grob"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Output_tables_2025/detection_progression_updated6/1yr_maintenance/KM_MFC_One-Year Maintenance_updated_no_CI.png; Extended_Data_Figure_6C_MFC_one_year_maintenance_KM_source_data.csv"	"Panel C title, p-value, risk table, MRD status legend, and one-year maintenance MFC label match the saved KM export."	"confirmed"	""	"Generated mode rebuilds the one-year-maintenance survival table from cached censor dates and cached cfWGS/clinical-call inputs, then redraws the final no-CI Kaplan-Meier panel with the original first-sample-per-patient, log-rank p-value, risk table, color, and label settings. No model rescoring, threshold recomputation, or training-model refitting is performed."
"EDFIG6D"	"extended_data_figure"	"Extended_Data_Figure_6"	"D"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Output_tables_2025/detection_progression_updated6/1yr_maintenance/KM_clonoSEQ_One-Year Maintenance_updated_no_CI.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	342	584	"Kaplan-Meier PFS curve for clonoSEQ at one-year maintenance"	"ggsave(filename = fname, plot = combined, width = 7, height = 7, dpi = dpi_target)"	"survival_df; techs; Adaptive_Binary; df_sub; first sample per patient; 30.44 days/month; survfit object; combined KM/risk-table grob"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Output_tables_2025/detection_progression_updated6/1yr_maintenance/KM_clonoSEQ_One-Year Maintenance_updated_no_CI.png; Extended_Data_Figure_6D_clonoSEQ_one_year_maintenance_KM_source_data.csv"	"Panel D title, p-value, risk table, MRD status legend, and one-year maintenance clonoSEQ label match the saved KM export."	"confirmed"	""	"Generated mode rebuilds the one-year-maintenance survival table from cached censor dates and cached cfWGS/clinical-call inputs, then redraws the final no-CI Kaplan-Meier panel with the original first-sample-per-patient, log-rank p-value, risk table, color, and label settings. No model rescoring, threshold recomputation, or training-model refitting is performed."
"EDFIG6E"	"extended_data_figure"	"Extended_Data_Figure_6"	"E"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Output_tables_2025/detection_progression_updated6/post_transplant/KM_cfWGS of BM-Derived Mutations (cVAF Model)_Post‑ASCT_updated_no_CI.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	342	584	"Kaplan-Meier PFS curve for BM-derived cfWGS cVAF model at post-ASCT"	"ggsave(filename = fname, plot = combined, width = 7, height = 7, dpi = dpi_target)"	"survival_df; techs; BM_zscore_only_detection_rate_call; df_sub; first sample per patient; 30.44 days/month; survfit object; combined KM/risk-table grob"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Output_tables_2025/detection_progression_updated6/post_transplant/KM_cfWGS of BM-Derived Mutations (cVAF Model)_Post‑ASCT_updated_no_CI.png; Extended_Data_Figure_6E_BM_cVAF_model_post_ASCT_KM_source_data.csv"	"Panel E title, p-value, risk table, MRD status legend, and post-ASCT BM-derived cVAF model label match the saved KM export."	"confirmed"	""	"Generated mode rebuilds the post-ASCT survival table from cached censor dates and cached cfWGS/clinical-call inputs, then redraws the final no-CI Kaplan-Meier panel with the original first-sample-per-patient, log-rank p-value, risk table, color, and label settings. No model rescoring, threshold recomputation, or training-model refitting is performed."
"EDFIG6F"	"extended_data_figure"	"Extended_Data_Figure_6"	"F"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Output_tables_2025/detection_progression_updated6/post_transplant/KM_MFC_Post‑ASCT_updated_no_CI.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	342	584	"Kaplan-Meier PFS curve for MFC at post-ASCT"	"ggsave(filename = fname, plot = combined, width = 7, height = 7, dpi = dpi_target)"	"survival_df; techs; Flow_Binary; df_sub; first sample per patient; 30.44 days/month; survfit object; combined KM/risk-table grob"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Output_tables_2025/detection_progression_updated6/post_transplant/KM_MFC_Post‑ASCT_updated_no_CI.png; Extended_Data_Figure_6F_MFC_post_ASCT_KM_source_data.csv"	"Panel F title, p-value, risk table, MRD status legend, and post-ASCT MFC label match the saved KM export."	"confirmed"	""	"Generated mode rebuilds the post-ASCT survival table from cached censor dates and cached cfWGS/clinical-call inputs, then redraws the final no-CI Kaplan-Meier panel with the original first-sample-per-patient, log-rank p-value, risk table, color, and label settings. No model rescoring, threshold recomputation, or training-model refitting is performed."
"EDFIG6G"	"extended_data_figure"	"Extended_Data_Figure_6"	"G"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Output_tables_2025/detection_progression_updated6/1yr_maintenance/KM_EasyM_One-Year Maintenance_updated_no_CI.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	342	584	"Kaplan-Meier PFS curve for EasyM MRD at one-year maintenance"	"ggsave(filename = fname, plot = combined, width = 7, height = 7, dpi = dpi_target)"	"survival_df; EasyM_reference_threshold_binary; df_sub; first sample per patient; 30.44 days/month; survfit object; combined KM/risk-table grob"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Output_tables_2025/detection_progression_updated6/1yr_maintenance/KM_EasyM_One-Year Maintenance_updated_no_CI.png; Extended_Data_Figure_6G_EasyM_one_year_maintenance_KM_source_data.csv"	"Panel G title, p-value, risk table, MRD status legend, and one-year maintenance EasyM label match the saved KM export."	"confirmed"	""	"Generated mode rebuilds the one-year-maintenance survival table from cached censor dates and cached cfWGS/clinical-call inputs plus EasyM reference-threshold calls, then redraws the final no-CI Kaplan-Meier panel using the plain EasyM label. No model rescoring, threshold recomputation, or training-model refitting is performed."
"EDFIG6H"	"extended_data_figure"	"Extended_Data_Figure_6"	"H"	"Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"Figures_Exported/Final_Feb2026/Extended_Data_Figure_6.pdf"	"reproducible_workflow/outputs/extended_figures/Extended_Data_Figure_6.pdf"	"PowerPoint slide 12 in Revision 1 prep/cfWGS_MRD_MM_Figures_Revision1_slim.pptx (11 embedded image assets)"	"Output_tables_2025/detection_progression_updated6/post_transplant/KM_EasyM_Post-ASCT_updated_no_CI.png"	"Scripts_2025/Final_Scripts/4_1_Survival_Analysis.R"	342	584	"Kaplan-Meier PFS curve for EasyM MRD at post-ASCT"	"ggsave(filename = fname, plot = combined, width = 7, height = 7, dpi = dpi_target)"	"survival_df; EasyM_reference_threshold_binary; df_sub; first sample per patient; 30.44 days/month; survfit object; combined KM/risk-table grob"	"Exported_data_tables_clinical/Censor_dates_per_patient_for_PFS_updated.rds; Output_tables_2025/all_patients_with_BM_and_blood_calls_updated6.rds; Output_EasyM_MRD_analysis_2025/EasyM_all_samples_with_optimized_calls.csv"	"Output_tables_2025/detection_progression_updated6/post_transplant/KM_EasyM_Post-ASCT_updated_no_CI.png; Extended_Data_Figure_6H_EasyM_post_ASCT_KM_source_data.csv"	"Panel H title, p-value, risk table, MRD status legend, and post-ASCT EasyM label match the saved KM export."	"confirmed"	""	"Generated mode rebuilds the post-ASCT survival table from cached censor dates and cached cfWGS/clinical-call inputs plus EasyM reference-threshold calls, then redraws the final no-CI Kaplan-Meier panel using the plain EasyM label. No model rescoring, threshold recomputation, or training-model refitting is performed."
